0,288,1,431,34,405
1,280,3,430,34,426
2,270,5,437,36,443
3,266,7,444,42,444
4,261,7,444,45,452
5,255,7,448,52,455
6,253,8,455,58,477
7,250,11,457,55,486
8,240,11,460,57,490
9,235,11,465,60,500
10,234,11,471,65,505
11,232,11,473,67,505
12,231,11,469,65,514
13,228,11,474,64,528
14,221,11,477,66,532
15,219,11,483,69,533
16,216,11,485,66,536
17,213,11,489,63,532
18,210,11,492,71,520
19,208,11,494,78,524
20,206,11,497,78,508
21,205,12,495,80,503
22,201,12,500,76,513
23,199,12,500,75,513
24,199,12,508,76,512
25,195,12,508,76,520
26,193,14,507,73,515
27,188,14,510,72,508
28,190,16,510,73,522
29,187,16,511,72,541
30,187,16,514,73,540
31,185,16,516,74,530
32,182,16,515,73,535
33,180,16,517,75,524
34,174,16,518,75,528
35,169,16,526,71,512
36,169,16,526,68,507
37,170,16,532,69,505
38,165,16,530,70,517
39,164,15,531,69,513
40,162,15,538,68,522
41,158,15,540,69,520
42,157,16,540,68,510
43,158,15,544,68,521
44,158,15,543,66,534
45,154,15,541,64,539
46,151,15,547,62,527
47,151,15,546,63,525
48,148,16,553,67,517
49,144,16,553,68,506
50,141,16,555,66,512
51,141,16,557,69,497
52,138,16,560,68,509
53,137,16,564,68,513
54,136,16,562,73,505
55,137,16,564,72,503
56,136,16,563,69,507
57,135,16,562,70,509
58,134,15,564,69,499
59,133,17,565,72,495
60,131,17,567,68,505
61,130,17,570,69,516
62,130,17,568,69,525
63,130,17,569,72,515
64,126,17,570,73,514
65,126,17,568,72,528
66,125,17,572,72,514
67,125,17,574,74,523
68,125,17,575,74,525
69,123,17,574,71,534
70,125,17,568,72,526
71,125,17,576,74,527
72,125,17,572,74,516
73,123,17,574,75,518
74,123,17,576,73,520
75,118,17,577,72,538
76,119,17,580,67,549
77,118,18,578,64,540
78,115,19,583,68,531
79,113,19,582,69,535
80,109,19,585,69,542
81,110,19,585,65,527
82,109,19,587,66,520
83,109,20,589,65,525
84,108,19,587,65,519
85,106,19,587,65,513
86,106,19,589,63,493
87,105,19,590,60,493
88,105,19,595,55,502
89,102,19,593,53,513
90,101,20,594,50,522
91,98,21,596,45,519
92,95,21,598,41,525
93,98,21,595,43,510
94,97,21,599,42,515
95,96,21,600,44,513
96,94,21,598,44,516
97,93,22,602,49,515
98,93,22,602,52,526
99,92,21,604,53,538
100,93,21,602,55,535
101,93,21,602,54,522
102,91,21,602,55,537
103,91,21,607,55,534
104,88,21,605,50,514
105,88,21,609,47,531
106,86,21,609,45,516
107,85,21,609,49,529
108,88,21,609,48,512
109,88,21,608,48,517
110,88,21,609,43,509
111,88,21,609,44,518
112,88,21,605,44,523
113,90,21,607,44,517
114,88,22,603,43,519
115,88,22,605,41,515
116,87,24,610,42,523
117,84,24,608,46,534
118,84,24,606,42,547
119,84,24,609,41,544
120,81,24,604,41,556
121,81,24,609,46,543
122,77,24,608,48,543
123,78,24,612,52,545
124,77,24,612,51,518
125,76,23,616,52,514
126,74,23,615,48,530
127,75,23,618,48,540
128,75,23,618,49,524
129,74,23,616,50,508
130,73,23,617,49,511
131,73,23,617,48,512
132,73,23,622,45,504
133,72,23,623,46,505
134,73,23,619,44,509
135,73,23,619,42,521
136,72,23,621,39,529
137,71,23,622,38,526
138,72,23,624,40,519
139,73,23,621,41,516
140,73,23,618,42,518
141,73,23,621,39,528
142,74,23,619,41,528
143,76,23,615,41,519
144,74,22,616,39,514
145,73,22,617,38,511
146,73,22,623,40,520
147,72,22,623,38,531
148,71,22,623,42,538
149,69,23,620,42,518
150,71,23,620,43,514
151,71,23,618,44,508
152,73,23,620,45,492
153,73,23,619,44,500
154,71,23,622,46,496
155,69,23,624,46,488
156,68,23,626,45,493
157,66,23,623,45,498
158,68,23,627,43,519
159,66,23,622,43,515
160,67,23,626,43,516
161,65,22,625,45,517
162,62,22,626,45,503
163,62,22,629,44,512
164,60,22,631,44,507
165,59,24,634,47,522
166,57,23,637,47,520
167,56,23,637,48,520
168,56,23,637,46,517
169,56,23,640,46,514
170,55,23,637,39,520
171,56,23,636,37,515
172,57,23,637,35,509
173,56,24,638,34,511
174,51,24,637,33,502
175,52,24,634,34,509
176,53,24,641,34,522
177,53,24,642,32,519
178,54,24,639,34,530
179,54,24,639,36,526
180,54,24,641,37,520
181,53,24,641,34,519
182,51,24,641,33,527
183,51,24,640,35,521
184,53,24,640,34,521
185,53,25,639,31,534
186,53,25,640,32,533
187,55,24,638,33,535
188,54,24,639,35,539
189,52,24,639,34,527
190,50,24,638,35,532
191,50,24,641,32,536
192,51,23,639,32,529
193,53,23,640,30,524
194,52,23,642,26,513
195,53,22,639,25,505
196,53,22,639,22,503
197,52,22,641,20,496
198,53,22,638,20,514
199,52,22,644,21,506
200,51,22,641,21,514
201,51,22,641,22,508
202,49,21,644,21,515
203,48,21,644,20,506
204,48,21,649,22,500
205,45,21,647,21,514
206,45,21,648,22,513
207,45,21,650,20,514
208,46,21,653,20,515
209,46,21,653,19,514
210,47,21,647,19,525
211,47,21,648,19,524
212,47,21,652,22,514
213,46,21,649,21,517
214,46,21,646,21,513
215,46,21,648,21,517
216,46,20,647,22,514
217,44,19,649,21,497
218,42,19,649,20,508
219,42,18,653,17,507
220,38,18,658,18,504
221,37,18,660,18,501
222,37,18,662,18,506
223,37,17,662,18,505
224,35,17,659,19,491
225,33,17,666,19,505
226,33,17,667,17,510
227,34,17,664,15,523
228,34,17,668,15,521
229,34,17,660,15,509
230,34,17,665,14,504
231,32,17,665,13,493
232,32,17,669,12,505
233,31,17,668,12,510
234,31,17,670,11,508
235,30,17,669,11,517
236,30,17,670,10,516
237,29,17,671,11,513
238,29,18,670,11,513
239,28,18,671,11,513
240,28,19,669,12,524
241,27,19,672,14,514
242,27,19,672,13,510
243,27,19,673,12,515
244,27,19,669,13,510
245,27,19,671,11,520
246,27,19,670,12,516
247,26,20,669,12,515
248,24,20,671,12,498
249,25,20,675,11,515
250,25,20,672,12,515
251,25,20,670,12,518
252,24,18,675,11,512
253,25,18,673,11,503
254,25,18,673,10,503
255,25,18,676,10,518
256,25,18,673,11,515
257,24,18,674,12,510
258,25,18,669,11,510
259,24,18,676,12,513
260,24,18,676,13,517
261,23,19,673,14,505
262,22,20,675,14,505
263,21,20,676,14,509
264,20,20,676,14,504
265,20,20,673,15,514
266,21,19,673,18,486
267,21,19,676,17,483
268,20,19,678,16,488
269,20,19,680,12,486
270,18,19,677,13,488
271,18,19,676,14,474
272,18,18,681,14,493
273,18,18,679,14,503
274,18,18,681,12,501
275,18,18,683,12,489
276,19,17,679,12,495
277,18,17,683,10,495
278,17,16,681,10,495
279,17,16,683,9,506
280,18,16,682,9,505
281,18,16,682,8,496
282,17,16,682,9,490
283,17,16,683,9,488
284,16,16,680,9,482
285,16,16,683,9,478
286,16,16,683,9,493
287,14,16,683,9,500
288,14,16,688,8,502
289,14,16,686,7,506
290,14,16,684,7,510
291,14,16,686,7,515
292,14,16,688,6,501
293,14,16,684,6,499
294,14,16,689,6,510
295,13,15,688,4,513
296,14,15,688,3,493
297,14,15,687,3,500
298,13,15,688,3,492
299,12,15,689,3,486
300,11,15,688,3,502
301,11,15,692,3,510
302,10,14,689,4,511
303,10,14,693,4,498
304,10,14,693,4,507
305,10,14,694,4,518
306,10,14,692,3,523
307,10,14,693,2,518
308,10,12,694,2,522
309,9,12,693,2,527
310,9,12,696,2,520
311,8,12,696,2,525
312,8,12,696,3,519
313,8,12,694,3,510
314,8,12,692,3,509
315,8,12,698,3,517
316,8,12,698,2,501
317,8,12,693,2,484
318,8,12,697,2,484
319,8,12,696,2,488
320,7,12,699,3,513
321,7,12,696,1,510
322,7,12,698,1,517
323,7,12,695,2,509
324,7,12,699,2,501
325,8,12,694,3,496
326,8,11,697,3,501
327,9,11,696,3,498
328,8,11,695,4,494
329,8,11,698,4,489
330,8,11,699,4,503
331,8,11,697,4,499
332,7,11,695,5,510
333,7,11,694,4,509
334,7,11,699,4,511
335,7,11,700,4,531
336,7,11,697,4,535
337,6,11,698,4,530
338,6,11,700,4,530
339,6,11,702,4,523
340,6,11,699,4,517
341,6,11,699,4,535
342,6,11,696,3,517
343,6,11,701,3,511
344,6,11,699,2,517
345,6,11,701,2,504
346,6,11,700,2,515
347,6,11,700,4,506
348,6,11,699,3,517
349,6,11,702,3,519
350,7,11,697,2,535
351,7,11,701,2,529
352,7,11,700,2,514
353,7,11,700,2,522
354,7,11,697,2,521
355,8,11,698,2,514
356,8,11,696,2,507
357,8,11,697,2,508
358,8,11,699,2,513
359,8,11,699,2,517
360,8,11,696,2,518
361,9,11,694,2,511
362,9,11,698,2,523
363,9,11,696,2,511
364,9,11,698,2,511
365,9,11,694,3,501
366,8,11,697,3,520
367,8,11,697,3,526
368,8,11,698,3,541
369,8,11,697,3,539
370,7,11,695,2,537
371,7,11,699,2,522
372,7,11,698,2,511
373,7,11,696,2,509
374,5,11,699,2,503
375,5,10,702,2,502
376,5,10,700,2,513
377,5,10,703,2,494
378,5,10,704,2,484
379,5,10,704,3,480
380,5,10,704,2,481
381,5,10,703,2,494
382,5,9,701,2,521
383,5,9,697,2,515
384,5,9,698,3,515
385,5,9,698,4,521
386,5,9,703,4,511
387,5,9,701,4,539
388,5,9,702,3,541
389,5,9,701,3,537
390,5,9,704,3,525
391,5,9,703,4,507
392,6,9,701,4,495
393,6,9,701,4,502
394,6,9,704,4,515
395,5,9,703,4,500
396,5,9,696,4,498
397,5,10,702,4,502
398,4,10,705,4,502
399,4,9,706,4,493
400,5,9,701,4,509
401,5,9,702,4,515
402,5,9,703,4,520
403,4,9,701,4,516
404,5,9,704,4,510
405,5,9,701,4,497
406,5,9,703,5,502
407,5,9,698,6,512
408,5,9,704,7,524
409,6,9,704,7,525
410,6,9,702,6,532
411,5,9,703,6,522
412,5,9,703,8,520
413,5,9,703,5,522
414,5,9,703,4,530
415,7,9,701,5,522
416,6,9,702,5,513
417,6,9,699,5,518
418,6,9,701,5,506
419,6,9,701,4,511
420,6,9,701,4,528
421,6,9,701,4,545
422,6,9,697,3,523
423,6,9,701,4,522
424,4,9,702,5,511
425,4,9,706,6,516
426,4,9,703,6,511
427,4,9,704,6,506
428,4,9,702,6,500
429,4,9,703,6,497
430,4,9,706,6,515
431,4,9,703,6,516
432,4,9,705,6,524
433,4,9,705,5,516
434,4,9,704,5,522
435,4,9,702,5,518
436,4,9,704,5,528
437,4,9,706,5,509
438,4,9,702,5,510
439,4,9,705,5,514
440,5,9,702,5,502
441,4,9,704,4,502
442,4,9,704,4,483
443,4,9,704,4,490
444,4,9,705,4,484
445,4,9,702,3,490
446,4,9,701,3,496
447,4,9,703,3,499
448,4,9,704,3,508
449,4,9,704,3,507
450,4,8,702,3,513
451,4,8,701,3,500
452,4,8,706,3,499
453,4,7,704,4,528
454,4,7,704,4,524
455,4,7,703,4,521
456,4,7,704,6,511
457,4,7,709,6,505
458,4,7,705,6,520
459,4,7,706,6,505
460,5,7,706,6,523
461,5,6,705,6,528
462,5,6,703,6,518
463,5,6,708,6,514
464,6,6,702,7,514
465,5,6,704,7,515
466,5,6,702,6,520
467,5,6,709,5,533
468,6,6,706,5,535
469,6,6,707,5,511
470,6,6,703,5,531
471,7,6,702,4,519
472,7,6,702,4,506
473,7,6,704,3,492
474,7,6,704,3,489
475,7,6,705,3,483
476,7,6,706,3,501
477,7,6,702,3,491
478,7,6,702,3,507
479,7,6,704,4,506
480,7,6,705,4,509
481,8,6,703,4,504
482,7,6,703,4,501
483,7,6,705,4,511
484,7,6,700,5,510
485,7,6,704,5,508
486,7,6,704,5,514
487,7,6,706,5,502
488,7,6,703,5,510
489,7,5,706,4,513
490,7,5,704,4,509
491,7,5,703,4,509
492,7,5,703,4,513
493,7,5,703,5,517
494,6,5,705,4,518
495,6,5,706,4,521
496,6,5,706,4,502
497,6,5,705,4,502
498,6,5,706,4,512
499,6,5,707,4,519
500,5,5,705,3,518
501,5,5,706,3,508
502,5,5,708,4,501
503,5,5,705,4,493
504,5,5,707,4,503
505,5,5,704,4,507
506,5,5,707,4,510
507,5,5,708,4,504
508,5,5,708,5,502
509,5,5,704,5,497
510,5,5,708,5,505
511,5,5,704,5,507
512,5,5,704,4,516
513,5,5,705,2,520
514,5,5,706,2,513
515,4,5,707,2,520
516,4,5,704,2,514
517,4,5,709,2,516
518,4,5,710,2,527
519,4,5,706,2,530
520,4,5,710,2,533
521,4,5,705,2,519
522,4,5,709,2,513
523,4,5,709,2,519
524,4,5,705,3,533
525,4,5,707,2,539
526,4,5,706,2,538
527,4,5,707,3,532
528,4,5,704,3,528
529,3,5,705,3,517
530,3,5,711,3,527
531,3,5,709,3,524
532,3,5,710,3,525
533,3,5,707,2,537
534,3,5,707,2,526
535,3,4,707,2,517
536,3,4,707,2,508
537,3,4,713,2,512
538,3,4,710,2,502
539,3,4,707,2,519
540,3,4,711,2,509
541,3,4,710,2,508
542,3,4,709,2,508
543,3,4,707,2,510
544,4,4,710,2,511
545,3,4,711,2,513
546,4,4,708,2,509
547,3,4,711,2,509
548,3,4,711,1,512
549,3,4,712,1,519
550,3,4,710,1,513
551,2,4,709,1,531
552,2,4,712,1,532
553,2,4,712,1,533
554,2,4,709,0,534
555,2,4,713,0,526
556,2,4,710,0,531
557,2,4,711,0,531
558,2,4,708,0,521
559,2,4,710,1,527
560,2,4,712,1,527
561,2,4,711,1,517
562,2,4,711,1,518
563,2,4,713,1,522
564,2,4,710,1,523
565,2,4,713,1,522
566,2,4,709,1,521
567,2,4,708,1,522
568,2,4,710,1,519
569,2,4,712,1,515
570,2,4,711,1,513
571,2,4,708,1,520
572,2,4,710,1,523
573,2,4,711,1,527
574,2,4,711,1,525
575,2,4,708,1,521
576,2,4,710,1,511
577,2,4,712,1,539
578,2,4,712,1,520
579,2,4,710,1,494
580,2,4,711,1,485
581,2,4,710,1,504
582,2,4,709,1,500
583,2,4,709,1,496
584,2,4,711,1,492
